41.49,0.6363636363636364,0
55.93,0.36,0
31.29,3.0526315789473686,0
17.94,6.083333333333333,0
21.82,-3.0,0
35.21,-2.0851063829787235,0
45.38,-1.7777777777777777,0
46.84,-1.7258064516129032,0
46.14,-1.8,0
43.89,-1.9607843137254901,0
45.43,-1.849056603773585,0
2.06,-7.933333333333334,0
10.5,-5.409090909090909,0
11.04,-5.125,0
23.53,-4.0,0
28.18,-3.361111111111111,0
26.12,-3.5428571428571427,0
9.54,-6.0,0
16.01,-4.769230769230769,0
21.59,-3.787878787878788,0
48.45,-2.3333333333333335,0
50.63,-2.0701754385964914,0
49.75,-2.111111111111111,0
29.42,-3.27027027027027,0
23.12,-4.090909090909091,0
22.84,-4.15625,0
26.41,-3.4722222222222223,0
34.8,-2.6744186046511627,0
35.04,-2.7857142857142856,0
30.49,-3.024390243902439,0
29.41,-3.0,0
31.13,-3.0238095238095237,0
11.19,-5.28,0
16.43,-4.068965517241379,0
15.69,-4.25,0
24.15,-2.6052631578947367,0
22.74,-2.7058823529411766,0
20.76,-2.9696969696969697,0
26.25,-3.0,0
27.24,-2.902439024390244,0
26.74,-2.926829268292683,0
42.27,-2.3962264150943398,0
46.75,-2.0508474576271185,0
46.96,-2.0,0
31.79,-2.9767441860465116,0
33.71,-3.108695652173913,0
33.22,-3.0869565217391304,0
32.17,-2.8536585365853657,0
35.35,-2.5476190476190474,0
47.92,-1.456140350877193,0
36.48,-2.159090909090909,0
31.64,-2.4358974358974357,0
32.06,-2.4871794871794872,0
27.22,-2.6315789473684212,0
26.25,-2.911764705882353,0
27.06,-2.8055555555555554,0
14.39,-4.038461538461538,0
14.55,-4.0,0
17.41,-3.586206896551724,0
23.12,-3.923076923076923,0
27.92,-3.032258064516129,0
23.67,-3.8,0
57.53,1.564102564102564,0
63.09,1.0952380952380953,0
60.42,1.3,0
70.92,0.39805825242718446,0
61.89,0.868421052631579,0
64.03,0.7283950617283951,0
86.1,0.52,0
83.93,0.4873417721518987,0
87.78,0.5095541401273885,0
89.95,0.3393939393939394,0
91.2,0.3765432098765432,0
92.25,0.39751552795031053,0
71.41,0.33136094674556216,0
70.03,0.28901734104046245,0
57.47,0.31788079470198677,0
40.3,-0.19753086419753085,0
47.74,-0.04054054054054054,0
50.0,0.0,0
63.67,0.3717948717948718,0
59.93,0.25316455696202533,0
61.26,0.2077922077922078,0
72.44,0.46835443037974683,0
42.24,-0.09174311926605505,0
48.41,0.03418803418803419,0
51.49,0.17592592592592593,0
52.41,0.16521739130434782,0
52.19,0.15517241379310345,0
39.6,-0.06611570247933884,0
36.92,-0.11016949152542373,0
36.19,-0.09836065573770492,0
62.54,0.11688311688311688,0
66.43,0.17073170731707318,0
67.3,0.19135802469135801,0
64.48,0.15228426395939088,0
70.81,0.32085561497326204,0
70.41,0.27225130890052357,0
55.92,0.029411764705882353,0
22.9,-0.056179775280898875,0
48.61,0.05982905982905983,0
67.88,1.0,0
71.93,1.1056338028169015,0
72.04,1.119205298013245,0
67.99,1.3186813186813187,0
63.07,1.6547619047619047,0
58.63,1.9506172839506173,0
42.35,2.522727272727273,0
45.52,2.619047619047619,0
49.88,2.36734693877551,0
33.71,4.0,0
37.95,3.3703703703703702,0
0.99,-9.0,0
1.4,-8.444444444444445,0
25.19,-2.55,0
21.77,-2.6666666666666665,0
24.67,-3.4838709677419355,0
23.56,-3.7666666666666666,0
21.97,-3.9655172413793105,0
52.05,-1.375,0
41.24,-1.9565217391304348,0
40.58,-1.9024390243902438,0
38.54,-2.28,0
52.69,-1.4181818181818182,0
53.88,-1.3508771929824561,0
45.66,-1.4901960784313726,0
44.15,-1.5454545454545454,0
44.93,-1.5,0
51.5,-1.607843137254902,0
52.79,-1.7272727272727273,0
48.99,-1.8113207547169812,0
24.76,-3.033333333333333,0
29.17,-2.735294117647059,0
31.23,-2.6,0
30.14,-2.6176470588235294,0
22.56,-4.0,0
10.04,-6.909090909090909,0
15.92,19.8,0
16.57,17.166666666666668,0
16.31,18.0,0
16.42,23.0,0
14.92,28.0,0
18.16,15.571428571428571,0
9.38,61.5,0
6.77,-31.5,0
0.71,-13.625,0
8.04,-8.214285714285714,0
4.17,-8.916666666666666,0
20.96,18.285714285714285,0
10.74,112.0,0
25.1,9.083333333333334,0
28.23,7.214285714285714,0
28.25,7.923076923076923,0
11.16,36.0,0
10.68,28.333333333333332,0
17.35,7.8,0
27.29,4.090909090909091,0
26.47,4.111111111111111,0
60.98,0.8928571428571429,0
57.54,1.1153846153846154,0
65.6,0.6764705882352942,0
59.04,0.625,0
61.11,0.8666666666666667,0
53.57,1.25,0
60.83,0.16666666666666666,0
61.0,0.1,0
61.54,0.18181818181818182,0
1.29,-24.0,0
16.49,4.0,1
19.04,-2.3333333333333335,0
16.88,-2.8,0
7.62,19.0,1
12.45,5.666666666666667,1
19.19,1.9130434782608696,1
18.39,2.8181818181818183,1
20.06,2.5,1
30.6,-1.2,0
22.02,-3.902439024390244,0
16.12,-4.03030303030303,0
13.52,-4.387096774193548,0
44.47,-2.4057971014492754,0
34.12,-3.175438596491228,0
43.18,-2.4242424242424243,0
44.9,-2.3230769230769233,0
49.16,-2.361111111111111,0
49.36,-2.4545454545454546,0
60.87,-2.536082474226804,0
60.43,-2.641304347826087,0
50.38,-3.0963855421686746,0
45.17,-2.780821917808219,0
41.82,-2.8026315789473686,0
38.8,-2.9411764705882355,0
30.06,-3.6037735849056602,0
30.08,-3.75,0
29.29,-4.104166666666667,0
38.07,-3.8653846153846154,0
36.73,-3.980392156862745,0
10.49,214.0,0
22.13,18.0,0
24.64,10.166666666666666,0
26.63,6.0,0
23.55,6.631578947368421,0
22.2,6.833333333333333,0
53.03,1.0,0
46.19,1.7352941176470589,0
48.78,1.0833333333333333,0
61.45,1.509433962264151,0
61.58,0.7560975609756098,0
58.32,0.46153846153846156,0
60.53,0.5180722891566265,0
61.25,0.6511627906976745,0
61.81,0.6551724137931034,0
56.88,0.5316455696202531,0
57.75,0.6375,0
57.6,0.6962025316455697,0
57.54,0.7142857142857143,0
56.29,1.396551724137931,0
53.82,1.9827586206896552,0
69.87,1.4556962025316456,0
72.5,1.2470588235294118,0
66.68,1.513157894736842,0
67.82,1.4230769230769231,0
59.56,1.6774193548387097,0
62.02,1.5084745762711864,0
63.99,1.35,0
66.71,1.6666666666666667,0
70.8,1.3333333333333333,0
71.15,1.3225806451612903,0
52.25,2.0434782608695654,0
40.85,2.625,0
16.08,12.857142857142858,0
27.96,4.357142857142857,0
16.43,11.833333333333334,0
16.08,12.666666666666666,0
11.03,13.25,0
19.3,5.6,0
18.66,-3.0,0
5.63,-7.333333333333333,1
55.86,1.0,0
13.76,-6.157894736842105,0
19.57,-4.956521739130435,0
19.42,-5.0,0
23.21,-4.209302325581396,0
8.99,-8.26923076923077,0
14.75,-6.4411764705882355,0
11.73,-6.8125,0
10.29,-66.0,0
17.31,-6.157894736842105,0
13.75,-6.857142857142857,0
5.24,-9.32,0
8.16,-8.592592592592593,0
6.34,-9.23076923076923,0
37.19,-4.480769230769231,0
14.37,-7.379310344827586,0
17.48,-6.411764705882353,0
15.94,-6.575757575757576,0
1.29,-41.0,0
1.43,-30.5,0
14.69,41.2,0
18.21,21.6,0
38.11,5.783783783783784,0
35.2,6.4375,0
70.28,3.0256410256410255,0
60.5,3.3492063492063493,0
60.96,3.292307692307692,0
88.44,1.62,0
89.28,1.761467889908257,0
76.6,1.3333333333333333,0
77.49,1.288659793814433,0
76.92,1.3789473684210527,0
78.98,1.449438202247191,0
71.46,1.4719101123595506,0
64.41,1.7922077922077921,0
68.59,1.5853658536585367,0
62.82,1.7878787878787878,0
70.12,1.5205479452054795,0
65.06,1.6857142857142857,0
53.74,2.103448275862069,0
60.55,1.8115942028985508,0
54.4,2.129032258064516,0
69.04,1.2407407407407407,0
78.08,1.0714285714285714,0
76.14,1.140625,0
37.16,-0.4230769230769231,0
28.57,-0.6666666666666666,0
19.84,-1.0740740740740742,1
5.14,-4.526315789473684,0
4.71,-5.785714285714286,0
8.85,12.461538461538462,0
6.36,55.666666666666664,0
2.39,15.0,0
3.7,12.25,0
1.14,6.4,0
1.58,8.916666666666666,0
1.27,8.066666666666666,0
7.16,2.2758620689655173,0
1.94,4.291666666666667,0
3.08,5.05,0
4.53,3.8,0
6.56,4.366666666666666,0
25.97,1.2941176470588236,1
30.11,1.173913043478261,1
55.1,0.13793103448275862,0
50.2,1.0,1
2.97,-7.25,1
0.63,-4.666666666666667,1
11.75,28.333333333333332,0
15.38,14.4,0
6.03,26.0,0
5,26.0,0
3.31,-14.666666666666666,0
11.95,-8.866666666666667,0
3.64,-121.0,0
2.73,-110.0,0
7.16,-21.833333333333332,0
2.63,132.0,0
4.55,-33.25,0
6.38,-19.142857142857142,0
8.25,61.333333333333336,0
11.33,32.6,0
10.75,43.25,0
4.01,-38.25,0
2.55,-49.0,0
0.69,-68.5,0
17.51,12.636363636363637,0
22.51,9.5,0
17.57,12.363636363636363,0
9.04,87.5,0
7.48,191.0,0
7.48,191.0,0
129.46,0.5459770114942529,0
124.62,0.7243243243243244,0
67.41,-0.6460176991150443,0
125.63,0.6413043478260869,0
126.07,0.7336956521739131,0
127.46,0.7344632768361582,0
126.48,0.7359550561797753,0
133.63,0.644808743169399,0
117.33,0.8726415094339622,0
132.88,0.7032967032967034,0
132.87,0.7374301675977654,0
131.65,0.6256983240223464,0
130.19,0.5401069518716578,0
128.17,0.489010989010989,0
104.74,0.8208955223880597,0
127.75,0.6171428571428571,0
129.92,0.5428571428571428,0
104.74,0.8208955223880597,0
130.2,0.5054945054945055,0
132.78,0.5562130177514792,0
133.23,0.7455621301775148,0
138.56,1.0051546391752577,0
148.86,1.1210526315789473,0
148.16,1.1764705882352942,0
143.51,1.16580310880829,0
148.99,1.25,0
147.43,1.1513513513513514,0
148.37,1.1534391534391535,0
138.36,1.0887573964497042,0
143.94,1.0481283422459893,0
139.64,1.1290322580645162,0
127.37,0.6785714285714286,0
124.8,0.5949367088607594,0
124.28,0.6730769230769231,0
110.85,1.0268456375838926,0
114.33,0.8518518518518519,0
115.25,0.7597765363128491,0
99.82,0.6646706586826348,0
96.27,0.6936416184971098,0
79.43,1.1395348837209303,0
100.58,1.3357142857142856,0
100.33,1.3181818181818181,0
101.74,1.2857142857142858,0
85.12,1.617391304347826,0
78.72,1.9191919191919191,0
77.03,2.03125,0
95.37,1.5491803278688525,0
95.77,1.5161290322580645,0
97.07,1.5,0
72.19,1.5432098765432098,0
66.81,1.9545454545454546,0
66.07,2.1147540983606556,0
51.34,2.1904761904761907,0
47.11,2.6315789473684212,0
48.99,2.425,0
53.88,1.86,0
106.46,1.5396825396825398,0
41.96,3.175,0
41.26,3.0789473684210527,0
45.26,2.4634146341463414,0
41.04,2.7567567567567566,0
35.81,3.0833333333333335,0
60.13,1.1111111111111112,0
65.17,1.7763157894736843,0
64.79,1.726027397260274,0
64.38,1.6753246753246753,0
99.92,1.2076923076923076,0
101.83,1.348148148148148,0
103.29,1.3617021276595744,0
83.85,1.7313432835820894,0
93.15,1.7181818181818183,0
106.51,1.4838709677419355,0
130.61,1.4028776978417266,0
127.17,1.537313432835821,0
128.21,1.5851851851851853,0
115.66,1.8739495798319328,0
